,features,k_value,n_folds,avg_rmse,std_rmse
3432,"['RequiredAge', 'SteamSpyOwners', 'CategoryScore']",13.0,10.0,13.703322599208779,1.6299970792627214
3433,"['RequiredAge', 'SteamSpyOwners', 'CategoryScore']",14.0,10.0,14.060330967785353,1.9990205965232457
3434,"['RequiredAge', 'SteamSpyOwners', 'CategoryScore']",15.0,10.0,14.897564699526095,1.8805718399102007
3435,"['RequiredAge', 'SteamSpyOwners', 'CategoryScore']",16.0,10.0,15.209072419829885,1.6600175651198266
3436,"['RequiredAge', 'SteamSpyOwners', 'CategoryScore']",17.0,10.0,16.124210273592205,1.3563773834390769
3437,"['RequiredAge', 'SteamSpyOwners', 'CategoryScore']",18.0,10.0,16.247344415155546,1.317810561058953
3438,"['RequiredAge', 'SteamSpyOwners', 'CategoryScore']",19.0,10.0,16.1973590348899,1.4265641916427403
3439,"['RequiredAge', 'SteamSpyOwners', 'CategoryScore']",20.0,10.0,16.429148012494274,1.8175833474338836
3440,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",1.0,10.0,17.54590521514901,1.949961074345672
3441,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",2.0,10.0,18.27781955182761,6.957117997226422
3442,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",3.0,10.0,16.8983877479944,5.530908492795334
3443,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",4.0,10.0,16.08770558897885,4.716569426409512
3444,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",5.0,10.0,15.507140487012245,3.4787407655537197
3445,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",6.0,10.0,14.991357780137118,2.6662307131986975
3446,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",7.0,10.0,14.67430199263348,2.314175081051279
3447,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",8.0,10.0,14.332562972982988,1.9608764785946058
3448,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",9.0,10.0,14.126439730784293,1.7235365263712907
3449,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",10.0,10.0,14.199370952566133,1.799422386471207
3450,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",11.0,10.0,14.467933133776322,1.4628874905162728
3451,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",12.0,10.0,14.411423013729053,1.3788940124512195
3452,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",13.0,10.0,14.679940624803454,1.8519658970363175
3453,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",14.0,10.0,14.593175248377008,1.6755315658519077
3454,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",15.0,10.0,14.531186370597789,1.6842389696883073
3455,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",16.0,10.0,14.589918041523976,1.643324844031873
3456,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",17.0,10.0,14.502596126118135,1.6457275619376548
3457,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",18.0,10.0,14.367672829158877,1.5900596733441035
3458,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",19.0,10.0,14.444959701826537,1.5266025086483102
3459,"['RequiredAge', 'SteamSpyPlayersEstimate', 'GenreScore']",20.0,10.0,14.387623487208682,1.5571243406194697
3460,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",1.0,10.0,23.544542309091526,18.615447581299275
3461,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",2.0,10.0,18.143568738441175,7.594972360971935
3462,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",3.0,10.0,16.472416043219507,4.086867447750526
3463,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",4.0,10.0,15.508027676701062,2.6254275215076093
3464,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",5.0,10.0,14.931984859560908,1.9960128831437456
3465,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",6.0,10.0,14.578563387737614,1.6517965774304864
3466,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",7.0,10.0,14.406128437724458,1.542222056029537
3467,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",8.0,10.0,14.316882975890838,1.5257731138637658
3468,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",9.0,10.0,14.200455120232172,1.4614980185631232
3469,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",10.0,10.0,14.094407512062736,1.4472296177296509
3470,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",11.0,10.0,14.036171533894958,1.432173279895098
3471,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",12.0,10.0,13.971867355152597,1.46958305781189
3472,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",13.0,10.0,13.91522808532136,1.4612969528521136
3473,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",14.0,10.0,13.831232418032021,1.4826972995119914
3474,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",15.0,10.0,13.8120290240736,1.5006948480018303
3475,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",16.0,10.0,13.760415342705267,1.5283561959974765
3476,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",17.0,10.0,13.723777806292125,1.5295352033179117
3477,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",18.0,10.0,13.71047736700732,1.5519092165377268
3478,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",19.0,10.0,13.67664383355447,1.5762158776749788
3479,"['RequiredAge', 'SteamSpyPlayersEstimate', 'PlatformScore']",20.0,10.0,13.701306188210072,1.5433775092108848
3480,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",1.0,10.0,16.331456039035434,1.2593621062506053
3481,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",2.0,10.0,15.42438263743926,1.4130054787761568
3482,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",3.0,10.0,14.351787144701513,1.3069670547171464
3483,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",4.0,10.0,13.900195968489118,1.4531655429737504
3484,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",5.0,10.0,13.723665484626064,1.5031852039529798
3485,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",6.0,10.0,13.595430258084756,1.5987201136488132
3486,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",7.0,10.0,13.674465981700243,1.5760346944584762
3487,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",8.0,10.0,13.648728154925237,1.6080842271035911
3488,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",9.0,10.0,13.637871861055107,1.5425600107323132
3489,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",10.0,10.0,13.64974074308931,1.5471356775325817
3490,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",11.0,10.0,13.699008283385178,1.5773262655734117
3491,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",12.0,10.0,13.751996910819935,1.511832077998002
3492,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",13.0,10.0,13.843058242441874,1.523394667278424
3493,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",14.0,10.0,14.147001927442357,1.9129022683320893
3494,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",15.0,10.0,15.045125930964137,1.882390164877924
3495,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",16.0,10.0,15.448724500685207,1.6658647691471729
3496,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",17.0,10.0,16.30739780172366,1.219215147672212
3497,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",18.0,10.0,16.466998948116306,1.1584966920271755
3498,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",19.0,10.0,16.473099054851502,1.130223905476663
3499,"['RequiredAge', 'SteamSpyPlayersEstimate', 'CategoryScore']",20.0,10.0,16.382602592806563,1.1758409341753382
3500,"['RequiredAge', 'GenreScore', 'PlatformScore']",1.0,10.0,23.899646960713493,16.54458543095251
3501,"['RequiredAge', 'GenreScore', 'PlatformScore']",2.0,10.0,17.840937962797614,7.000123120354978
3502,"['RequiredAge', 'GenreScore', 'PlatformScore']",3.0,10.0,19.92021843540336,11.055063461898076
3503,"['RequiredAge', 'GenreScore', 'PlatformScore']",4.0,10.0,17.805030975562143,7.704381580691583
3504,"['RequiredAge', 'GenreScore', 'PlatformScore']",5.0,10.0,16.54948131435855,5.594305858581818
3505,"['RequiredAge', 'GenreScore', 'PlatformScore']",6.0,10.0,16.351110855899282,5.147696521789774
3506,"['RequiredAge', 'GenreScore', 'PlatformScore']",7.0,10.0,15.64114670430494,4.172288953979199
3507,"['RequiredAge', 'GenreScore', 'PlatformScore']",8.0,10.0,15.145758844082076,3.465713666300493
3508,"['RequiredAge', 'GenreScore', 'PlatformScore']",9.0,10.0,14.795119365024416,2.987407871335488
3509,"['RequiredAge', 'GenreScore', 'PlatformScore']",10.0,10.0,14.551792687863117,2.6668172608608987
3510,"['RequiredAge', 'GenreScore', 'PlatformScore']",11.0,10.0,14.456611781180637,2.46908919732205
3511,"['RequiredAge', 'GenreScore', 'PlatformScore']",12.0,10.0,14.289936861290446,2.300313684910681
3512,"['RequiredAge', 'GenreScore', 'PlatformScore']",13.0,10.0,14.176075167254805,2.174457413857694
3513,"['RequiredAge', 'GenreScore', 'PlatformScore']",14.0,10.0,14.092751732476197,2.028880092506075
3514,"['RequiredAge', 'GenreScore', 'PlatformScore']",15.0,10.0,14.01394018660985,1.9696550357828373
3515,"['RequiredAge', 'GenreScore', 'PlatformScore']",16.0,10.0,13.953737929847435,1.915997978813762
3516,"['RequiredAge', 'GenreScore', 'PlatformScore']",17.0,10.0,13.888608348113788,1.872824160028109
3517,"['RequiredAge', 'GenreScore', 'PlatformScore']",18.0,10.0,13.839624363475636,1.846212045245674
3518,"['RequiredAge', 'GenreScore', 'PlatformScore']",19.0,10.0,13.786360149811092,1.8226053704320806
3519,"['RequiredAge', 'GenreScore', 'PlatformScore']",20.0,10.0,13.785958846875648,1.828498830851101
3520,"['RequiredAge', 'GenreScore', 'CategoryScore']",1.0,10.0,18.78252651232398,3.971875650113286
3521,"['RequiredAge', 'GenreScore', 'CategoryScore']",2.0,10.0,14.890498752887165,2.2274419171685516
3522,"['RequiredAge', 'GenreScore', 'CategoryScore']",3.0,10.0,13.697952614204723,1.8438952936338486
3523,"['RequiredAge', 'GenreScore', 'CategoryScore']",4.0,10.0,14.05619741083729,2.0375226714727463
3524,"['RequiredAge', 'GenreScore', 'CategoryScore']",5.0,10.0,13.958236652672365,2.2156713122898974
3525,"['RequiredAge', 'GenreScore', 'CategoryScore']",6.0,10.0,13.738401386836406,2.2042978110546274
3526,"['RequiredAge', 'GenreScore', 'CategoryScore']",7.0,10.0,13.93904424985831,2.3303990976401385
3527,"['RequiredAge', 'GenreScore', 'CategoryScore']",8.0,10.0,14.154544144869003,2.3007677087845404
3528,"['RequiredAge', 'GenreScore', 'CategoryScore']",9.0,10.0,14.2731900471499,2.06781376326096
3529,"['RequiredAge', 'GenreScore', 'CategoryScore']",10.0,10.0,14.17298827432416,1.9739852999329937
3530,"['RequiredAge', 'GenreScore', 'CategoryScore']",11.0,10.0,14.169395846641171,1.8635492762780743
3531,"['RequiredAge', 'GenreScore', 'CategoryScore']",12.0,10.0,14.062646858964309,1.784173016341356
3532,"['RequiredAge', 'GenreScore', 'CategoryScore']",13.0,10.0,13.85879362384085,1.6747890093884845
3533,"['RequiredAge', 'GenreScore', 'CategoryScore']",14.0,10.0,13.709490241134024,1.5728729377567268
3534,"['RequiredAge', 'GenreScore', 'CategoryScore']",15.0,10.0,13.590623166960508,1.5362252370878078
3535,"['RequiredAge', 'GenreScore', 'CategoryScore']",16.0,10.0,13.538703852681639,1.3973220267371242
3536,"['RequiredAge', 'GenreScore', 'CategoryScore']",17.0,10.0,13.43667620926818,1.3769842653706483
3537,"['RequiredAge', 'GenreScore', 'CategoryScore']",18.0,10.0,13.372165971851938,1.4050414570654313
3538,"['RequiredAge', 'GenreScore', 'CategoryScore']",19.0,10.0,13.35197117226752,1.3708437877613178
3539,"['RequiredAge', 'GenreScore', 'CategoryScore']",20.0,10.0,13.278711175253813,1.3881955394644863
3540,"['RequiredAge', 'PlatformScore', 'CategoryScore']",1.0,10.0,17.027038233683907,3.397334699152686
3541,"['RequiredAge', 'PlatformScore', 'CategoryScore']",2.0,10.0,15.914602868235951,2.29403187724549
3542,"['RequiredAge', 'PlatformScore', 'CategoryScore']",3.0,10.0,14.966464677042177,2.4546149245571844
3543,"['RequiredAge', 'PlatformScore', 'CategoryScore']",4.0,10.0,14.993069922781604,3.1390303912164903
3544,"['RequiredAge', 'PlatformScore', 'CategoryScore']",5.0,10.0,14.717116851867956,2.9558889115599425
3545,"['RequiredAge', 'PlatformScore', 'CategoryScore']",6.0,10.0,14.474726378313363,2.6209268187793984
3546,"['RequiredAge', 'PlatformScore', 'CategoryScore']",7.0,10.0,14.818921599607293,2.425237095854749
3547,"['RequiredAge', 'PlatformScore', 'CategoryScore']",8.0,10.0,14.784128484391434,1.98493944692204
3548,"['RequiredAge', 'PlatformScore', 'CategoryScore']",9.0,10.0,14.820065183513089,1.7190242704129457
3549,"['RequiredAge', 'PlatformScore', 'CategoryScore']",10.0,10.0,14.723047727708888,1.6674345250791422
3550,"['RequiredAge', 'PlatformScore', 'CategoryScore']",11.0,10.0,14.628330558514005,1.5727872247076369
3551,"['RequiredAge', 'PlatformScore', 'CategoryScore']",12.0,10.0,14.720252848369451,1.5213446445247332
3552,"['RequiredAge', 'PlatformScore', 'CategoryScore']",13.0,10.0,14.632458316306275,1.552286405761282
3553,"['RequiredAge', 'PlatformScore', 'CategoryScore']",14.0,10.0,14.567029622654596,1.4508602109944435
3554,"['RequiredAge', 'PlatformScore', 'CategoryScore']",15.0,10.0,14.448579612192537,1.5288778227721882
3555,"['RequiredAge', 'PlatformScore', 'CategoryScore']",16.0,10.0,14.324753505716384,1.543818085224159
3556,"['RequiredAge', 'PlatformScore', 'CategoryScore']",17.0,10.0,14.223099152264325,1.5468459066466347
3557,"['RequiredAge', 'PlatformScore', 'CategoryScore']",18.0,10.0,14.147715701735516,1.5875189645588745
3558,"['RequiredAge', 'PlatformScore', 'CategoryScore']",19.0,10.0,14.060169097700854,1.595495886179455
3559,"['RequiredAge', 'PlatformScore', 'CategoryScore']",20.0,10.0,14.01732179768077,1.5547296033332219
3560,"['DLCCount', 'Metacritic', 'MovieCount']",1.0,10.0,16.202605786328963,4.259975608203983
3561,"['DLCCount', 'Metacritic', 'MovieCount']",2.0,10.0,14.407876810358193,1.7898419747743752
3562,"['DLCCount', 'Metacritic', 'MovieCount']",3.0,10.0,14.521351886949356,1.2413385415390388
3563,"['DLCCount', 'Metacritic', 'MovieCount']",4.0,10.0,13.959046733731778,1.3380199200439742
3564,"['DLCCount', 'Metacritic', 'MovieCount']",5.0,10.0,13.828156914877852,1.396422137040437
3565,"['DLCCount', 'Metacritic', 'MovieCount']",6.0,10.0,13.653268824285552,1.5322266236194717
3566,"['DLCCount', 'Metacritic', 'MovieCount']",7.0,10.0,13.52511848188539,1.5830447231969473
3567,"['DLCCount', 'Metacritic', 'MovieCount']",8.0,10.0,13.433664213089,1.6184064245770047
3568,"['DLCCount', 'Metacritic', 'MovieCount']",9.0,10.0,13.564875968279475,1.883564641789133
3569,"['DLCCount', 'Metacritic', 'MovieCount']",10.0,10.0,14.047662551708726,2.823860695315304
3570,"['DLCCount', 'Metacritic', 'MovieCount']",11.0,10.0,13.892429873517846,2.6053024284185953
3571,"['DLCCount', 'Metacritic', 'MovieCount']",12.0,10.0,13.79150996099764,2.4759125339847206
3572,"['DLCCount', 'Metacritic', 'MovieCount']",13.0,10.0,13.672507748951631,2.313215045707227
3573,"['DLCCount', 'Metacritic', 'MovieCount']",14.0,10.0,13.611341459214193,2.2446647352844833
3574,"['DLCCount', 'Metacritic', 'MovieCount']",15.0,10.0,13.560380178724856,2.1465922115045735
3575,"['DLCCount', 'Metacritic', 'MovieCount']",16.0,10.0,13.504017498344888,2.0914068397458423
3576,"['DLCCount', 'Metacritic', 'MovieCount']",17.0,10.0,13.438288002342796,2.045787742048018
3577,"['DLCCount', 'Metacritic', 'MovieCount']",18.0,10.0,13.39312821472934,2.026342767221526
3578,"['DLCCount', 'Metacritic', 'MovieCount']",19.0,10.0,13.357340474411,1.98702026826426
3579,"['DLCCount', 'Metacritic', 'MovieCount']",20.0,10.0,13.320531585898394,1.979994955250901
3580,"['DLCCount', 'Metacritic', 'RecommendationCount']",1.0,10.0,15.598612514297386,2.6593650629822942
3581,"['DLCCount', 'Metacritic', 'RecommendationCount']",2.0,10.0,14.724891581691406,2.0442057904857123
3582,"['DLCCount', 'Metacritic', 'RecommendationCount']",3.0,10.0,14.102389875156442,1.8299045811882442
3583,"['DLCCount', 'Metacritic', 'RecommendationCount']",4.0,10.0,13.861151387692008,1.8118093021841912
3584,"['DLCCount', 'Metacritic', 'RecommendationCount']",5.0,10.0,13.706460002966733,1.7609724596263434
3585,"['DLCCount', 'Metacritic', 'RecommendationCount']",6.0,10.0,13.597329586728502,1.6785080499716523
3586,"['DLCCount', 'Metacritic', 'RecommendationCount']",7.0,10.0,13.610426409689001,1.6249799617667269
3587,"['DLCCount', 'Metacritic', 'RecommendationCount']",8.0,10.0,13.593724419854018,1.6529396988775416
3588,"['DLCCount', 'Metacritic', 'RecommendationCount']",9.0,10.0,13.607297608585474,1.6899523771228728
3589,"['DLCCount', 'Metacritic', 'RecommendationCount']",10.0,10.0,13.616848815172848,1.690053972175221
3590,"['DLCCount', 'Metacritic', 'RecommendationCount']",11.0,10.0,13.634379721564528,1.6864123179432118
3591,"['DLCCount', 'Metacritic', 'RecommendationCount']",12.0,10.0,13.636621982161861,1.7038414886682571
3592,"['DLCCount', 'Metacritic', 'RecommendationCount']",13.0,10.0,13.662469332435702,1.698240449820253
3593,"['DLCCount', 'Metacritic', 'RecommendationCount']",14.0,10.0,13.644869110825521,1.6910975438255935
3594,"['DLCCount', 'Metacritic', 'RecommendationCount']",15.0,10.0,13.63605047852885,1.7088359918792642
3595,"['DLCCount', 'Metacritic', 'RecommendationCount']",16.0,10.0,13.642575496500452,1.7077709064308875
3596,"['DLCCount', 'Metacritic', 'RecommendationCount']",17.0,10.0,13.583382557002105,1.7197704237333564
3597,"['DLCCount', 'Metacritic', 'RecommendationCount']",18.0,10.0,13.521899128553656,1.6994498202555126
3598,"['DLCCount', 'Metacritic', 'RecommendationCount']",19.0,10.0,13.509949441410518,1.708538560386886
3599,"['DLCCount', 'Metacritic', 'RecommendationCount']",20.0,10.0,13.513269626040497,1.7136507989879968
3600,"['DLCCount', 'Metacritic', 'ScreenshotCount']",1.0,10.0,15.619439383117854,1.8256764314662541
3601,"['DLCCount', 'Metacritic', 'ScreenshotCount']",2.0,10.0,14.228048844914923,1.8803847678617018
3602,"['DLCCount', 'Metacritic', 'ScreenshotCount']",3.0,10.0,14.641154687383084,2.099433639227603
3603,"['DLCCount', 'Metacritic', 'ScreenshotCount']",4.0,10.0,14.725923760503804,2.697588326485518
3604,"['DLCCount', 'Metacritic', 'ScreenshotCount']",5.0,10.0,14.580400765780269,2.3879052614271927
3605,"['DLCCount', 'Metacritic', 'ScreenshotCount']",6.0,10.0,14.342512233766518,2.1143264105742303
3606,"['DLCCount', 'Metacritic', 'ScreenshotCount']",7.0,10.0,14.20233009429288,1.9907162371284344
3607,"['DLCCount', 'Metacritic', 'ScreenshotCount']",8.0,10.0,13.982949050886171,1.859144856326823
3608,"['DLCCount', 'Metacritic', 'ScreenshotCount']",9.0,10.0,13.874529253022365,1.7756710512428278
3609,"['DLCCount', 'Metacritic', 'ScreenshotCount']",10.0,10.0,13.766452485754124,1.7137888841459417
3610,"['DLCCount', 'Metacritic', 'ScreenshotCount']",11.0,10.0,13.76585669663947,1.6234255538898668
3611,"['DLCCount', 'Metacritic', 'ScreenshotCount']",12.0,10.0,13.71047244546179,1.6533225134097842
3612,"['DLCCount', 'Metacritic', 'ScreenshotCount']",13.0,10.0,13.63227431241493,1.6385300037914088
3613,"['DLCCount', 'Metacritic', 'ScreenshotCount']",14.0,10.0,13.550938826183176,1.6364101281991283
3614,"['DLCCount', 'Metacritic', 'ScreenshotCount']",15.0,10.0,13.493479819722364,1.637562143571081
3615,"['DLCCount', 'Metacritic', 'ScreenshotCount']",16.0,10.0,13.595486416026048,1.787941318021792
3616,"['DLCCount', 'Metacritic', 'ScreenshotCount']",17.0,10.0,13.531505780895316,1.778640250755463
3617,"['DLCCount', 'Metacritic', 'ScreenshotCount']",18.0,10.0,13.50983447468065,1.772242548769284
3618,"['DLCCount', 'Metacritic', 'ScreenshotCount']",19.0,10.0,13.470773474678689,1.7655210905741778
3619,"['DLCCount', 'Metacritic', 'ScreenshotCount']",20.0,10.0,13.463130599822037,1.7439283887994144
3620,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",1.0,10.0,19.386747639740094,6.6975344711008455
3621,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",2.0,10.0,16.951464083307513,3.6190865035377375
3622,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",3.0,10.0,15.338694958599916,2.0922215510085502
3623,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",4.0,10.0,14.734853199091518,1.8343337298445659
3624,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",5.0,10.0,14.345467404585545,1.6830741452651268
3625,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",6.0,10.0,14.077786320916635,1.6217618349073906
3626,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",7.0,10.0,13.954135021420115,1.6449845946337842
3627,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",8.0,10.0,13.848412355317453,1.6528227910712332
3628,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",9.0,10.0,13.782301565987925,1.6695507649118895
3629,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",10.0,10.0,13.720202356219442,1.6682339338057666
3630,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",11.0,10.0,13.673111070340969,1.6694626559349501
3631,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",12.0,10.0,13.663668131635456,1.6875486038521847
3632,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",13.0,10.0,13.63949304501514,1.689116806625057
3633,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",14.0,10.0,13.606907772558646,1.68638741447367
3634,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",15.0,10.0,13.601499871480414,1.6822275286851647
3635,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",16.0,10.0,13.576626469116007,1.689494147745516
3636,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",17.0,10.0,13.558122428891792,1.698801319789791
3637,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",18.0,10.0,13.536036578842678,1.7263311230160905
3638,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",19.0,10.0,13.526220934324297,1.7186640496902514
3639,"['DLCCount', 'Metacritic', 'SteamSpyOwners']",20.0,10.0,13.509937249270536,1.7214741391191675
3640,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",1.0,10.0,19.212455450709076,2.8281849896262026
3641,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",2.0,10.0,16.872445520822783,3.437273902536577
3642,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",3.0,10.0,15.409282050520726,2.1027834857120604
3643,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",4.0,10.0,15.19504842432784,1.648834530030894
3644,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",5.0,10.0,14.596843279148464,1.502729926899796
3645,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",6.0,10.0,14.235204945222867,1.481465402072996
3646,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",7.0,10.0,14.042509004583845,1.4994893481397376
3647,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",8.0,10.0,13.939060102382985,1.5431285511497426
3648,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",9.0,10.0,13.888700387373486,1.516087281253522
3649,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",10.0,10.0,13.796112752659061,1.5391709730219878
3650,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",11.0,10.0,13.73144028164528,1.5799001183842292
3651,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",12.0,10.0,13.686814157353655,1.6151197920872278
3652,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",13.0,10.0,13.658335024756354,1.6284913621999895
3653,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",14.0,10.0,13.624724362769248,1.632545372202541
3654,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",15.0,10.0,13.600545760465497,1.6248898461599708
3655,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",16.0,10.0,13.551316216763372,1.635007164253173
3656,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",17.0,10.0,13.55489734033834,1.6229832390932344
3657,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",18.0,10.0,13.551466863288223,1.6339987786572148
3658,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",19.0,10.0,13.530443139467176,1.6386092477168674
3659,"['DLCCount', 'Metacritic', 'SteamSpyPlayersEstimate']",20.0,10.0,13.529446170761139,1.653648485840032
3660,"['DLCCount', 'Metacritic', 'GenreScore']",1.0,10.0,15.391913670382113,1.6450627055766378
3661,"['DLCCount', 'Metacritic', 'GenreScore']",2.0,10.0,14.270468612822848,1.3935039314008097
3662,"['DLCCount', 'Metacritic', 'GenreScore']",3.0,10.0,14.048962766653437,1.9005940415131282
3663,"['DLCCount', 'Metacritic', 'GenreScore']",4.0,10.0,13.81135697944591,1.6373474450036718
3664,"['DLCCount', 'Metacritic', 'GenreScore']",5.0,10.0,13.597633412321027,1.7768015727940396
3665,"['DLCCount', 'Metacritic', 'GenreScore']",6.0,10.0,13.472800039594492,1.7698789258311867
3666,"['DLCCount', 'Metacritic', 'GenreScore']",7.0,10.0,13.419284082611366,1.7274570530886495
3667,"['DLCCount', 'Metacritic', 'GenreScore']",8.0,10.0,13.339796235354083,1.6967386347347255
3668,"['DLCCount', 'Metacritic', 'GenreScore']",9.0,10.0,13.333993007021647,1.6683325644541835
3669,"['DLCCount', 'Metacritic', 'GenreScore']",10.0,10.0,13.323069735460868,1.6511668055040087
3670,"['DLCCount', 'Metacritic', 'GenreScore']",11.0,10.0,13.30237587084024,1.6671674974473936
3671,"['DLCCount', 'Metacritic', 'GenreScore']",12.0,10.0,13.275682680371983,1.659599226238031
3672,"['DLCCount', 'Metacritic', 'GenreScore']",13.0,10.0,13.240332463604627,1.6722599101826592
3673,"['DLCCount', 'Metacritic', 'GenreScore']",14.0,10.0,13.197182381593109,1.711092466793002
